number,generation,index_within_generation,parent,r_coord,theta_coord,weight
8223,8,1820,6084,4.83,303.75,0.01
8224,2,330,6174,99.92,303.75,0.01
8225,4,1949,6264,29.79,300.0,0.01
8226,5,1031,6354,19.95,292.5,0.01
8227,6,1245,6444,0.99,281.25,0.01
8228,5,1032,6534,0.27,270.0,0.01
8229,4,1950,7533,0.75,280.0,0.01
8230,4,1951,8082,19.47,280.7142857142857,0.01
8231,4,1952,7083,4.3500000000000005,300.8333333333333,0.01
8232,8,1821,6084,4.83,304.5,0.01
8233,7,1375,5994,7.79,303.0882352941176,0.01
8234,8,1822,6084,4.83,305.25,0.01
8235,2,331,6174,99.92,304.6875,0.01
8236,4,1953,6264,29.79,301.25,0.01
8237,5,1033,6354,19.95,294.375,0.01
8238,6,1246,6444,0.99,285.0,0.01
8239,6,1247,7443,15.99,287.5,0.01
8240,7,1376,8172,13.950000000000001,280.0,0.01
8241,6,1248,7173,13.47,301.0,0.01
8242,2,332,6174,99.92,305.625,0.01
8243,8,1823,6084,4.83,306.0,0.01
8244,7,1377,5994,7.79,304.4117647058824,0.01
8245,8,1824,6084,4.83,306.75,0.01
8246,2,333,6174,99.92,306.5625,0.01
8247,4,1954,6264,29.79,302.5,0.01
8248,5,1034,6354,19.95,296.25,0.01
8249,4,1955,7353,2.19,295.0,0.01
8250,6,1249,8262,2.43,277.5,0.01
8251,7,1378,7263,2.91,298.75,0.01
8252,4,1956,6264,29.79,303.75,0.01
8253,2,334,6174,99.92,307.5,0.01
8254,8,1825,6084,4.83,307.5,0.01
8255,7,1379,5994,7.79,305.7352941176471,0.01
8256,8,1826,6084,4.83,308.25,0.01
8257,2,335,6174,99.92,308.4375,0.01
8258,4,1957,6264,29.79,305.0,0.01
8259,7,1380,7263,2.91,300.0,0.01
8260,3,471,8352,34.89,275.625,0.01
8261,4,1958,7353,2.19,296.6666666666667,0.01
8263,4,1959,6264,29.79,306.25,0.01
8264,2,336,6174,99.92,309.375,0.01
8265,8,1827,6084,4.83,309.0,0.01
8266,7,1381,5994,7.79,307.05882352941177,0.01
8267,8,1828,6084,4.83,309.75,0.01
8268,2,337,6174,99.92,310.3125,0.01
8269,6,1250,7173,13.47,302.0,0.01
8270,8,1829,8442,1.47,272.5,0.01
8271,6,1251,7443,15.99,290.0,0.01
8272,6,1252,6444,0.99,288.75,0.01
8273,5,1036,6354,19.95,300.0,0.01
8274,4,1960,6264,29.79,307.5,0.01
8275,2,338,6174,99.92,311.25,0.01
8276,8,1830,6084,4.83,310.5,0.01
8277,7,1382,5994,7.79,308.38235294117646,0.01
8278,8,1831,6084,4.83,311.25,0.01
8279,4,1961,7083,4.3500000000000005,301.6666666666667,0.01
8280,3,472,8532,24.27,270.0,0.01
8281,4,1962,7533,0.75,285.0,0.01
8282,5,1037,6534,0.27,285.0,0.01
8283,6,1253,6444,0.99,292.5,0.01
8284,5,1038,6354,19.95,301.875,0.01
8285,4,1963,6264,29.79,308.75,0.01
8286,2,339,6174,99.92,312.1875,0.01
8287,8,1832,6084,4.83,312.0,0.01
8288,7,1383,5994,7.79,309.70588235294116,0.01
8289,5,1039,6993,2.43,300.0,0.01
8290,8,1833,9531,0.75,240.0,0.01
8291,3,473,8532,24.27,273.75,0.01
8292,4,1964,7533,0.75,290.0,0.01
8293,6,1254,7443,15.99,292.5,0.01
8294,4,1965,7353,2.19,298.3333333333333,0.01
8295,7,1384,7263,2.91,301.25,0.01
8296,6,1255,7173,13.47,303.0,0.01
8297,4,1966,7083,4.3500000000000005,302.5,0.01
8298,5,1040,6993,2.43,301.5,0.01
8299,4,1967,7083,4.3500000000000005,303.3333333333333,0.01
8300,6,1256,8262,2.43,279.0,0.01
8301,7,1385,8172,13.950000000000001,281.25,0.01
8302,4,1968,8082,19.47,281.7857142857143,0.01
8303,7,1386,7992,7.63,279.7826086956522,0.01
8304,4,1969,8082,19.47,282.85714285714283,0.01
8305,7,1387,8172,13.950000000000001,282.5,0.01
8306,6,1257,8262,2.43,280.5,0.01
8307,3,474,8352,34.89,277.5,0.01
8308,8,1834,8442,1.47,275.0,0.01
8309,8,1835,9441,0.99,243.75,0.01
8310,7,1388,8172,13.950000000000001,283.75,0.01
8311,6,1258,7173,13.47,304.0,0.01
8312,4,1970,7083,4.3500000000000005,304.1666666666667,0.01
8313,5,1041,6993,2.43,303.0,0.01
8314,4,1971,7083,4.3500000000000005,305.0,0.01
8315,6,1259,7173,13.47,305.0,0.01
8316,7,1389,7263,2.91,302.5,0.01
8317,4,1972,7353,2.19,300.0,0.01
8318,6,1260,7443,15.99,295.0,0.01
8319,8,1836,8442,1.47,277.5,0.01
8320,4,1973,8082,19.47,283.92857142857144,0.01
8321,4,1974,7083,4.3500000000000005,305.8333333333333,0.01
8322,8,1837,6084,4.83,312.75,0.01
8323,7,1390,5994,7.79,311.02941176470586,0.01
8324,8,1838,6084,4.83,313.5,0.01
8325,2,340,6174,99.92,313.125,0.01
8326,4,1975,6264,29.79,310.0,0.01
8327,5,1042,6354,19.95,303.75,0.01
8328,6,1261,6444,0.99,296.25,0.01
8329,6,1262,7443,15.99,297.5,0.01
8330,7,1391,7992,7.63,281.7391304347826,0.01
8331,5,1043,6993,2.43,304.5,0.01
8332,7,1392,5994,7.79,312.3529411764706,0.01
8333,7,1393,4995,2.83,311.14285714285717,0.01
8334,8,1839,5085,4.83,312.75,0.01
8335,8,1840,5175,3.63,312.0,0.01
8336,6,1263,5265,5.91,306.0,0.01
8337,6,1264,5355,11.790000000000001,297.0,0.01
8338,6,1265,5445,0.33,288.0,0.01
8339,6,1266,6444,0.99,300.0,0.01
8340,4,1976,8082,19.47,285.0,0.01
8341,4,1977,7083,4.3500000000000005,306.6666666666667,0.01
8342,8,1841,6084,4.83,314.25,0.01
8343,8,1842,5085,4.83,313.5,0.01
8344,7,1394,4995,2.83,312.42857142857144,0.01
8345,8,1843,5085,4.83,314.25,0.01
8346,8,1844,5175,3.63,313.0,0.01
8347,6,1267,5265,5.91,307.5,0.01
8348,6,1268,5355,11.790000000000001,300.0,0.01
8349,5,1044,6354,19.95,305.625,0.01
8350,7,1395,8172,13.950000000000001,285.0,0.01
8351,6,1269,7173,13.47,306.0,0.01
8353,8,1845,5175,3.63,314.0,0.01
8354,8,1846,5085,4.83,315.0,0.01
8355,7,1396,4995,2.83,313.7142857142857,0.01
8356,8,1847,5085,4.83,315.75,0.01
8357,8,1848,5175,3.63,315.0,0.01
8358,6,1270,5265,5.91,309.0,0.01
8359,4,1978,6264,29.79,311.25,0.01
8360,6,1271,8262,2.43,282.0,0.01
8361,7,1397,7263,2.91,303.75,0.01
8362,4,1979,6264,29.79,312.5,0.01
8363,6,1272,5265,5.91,310.5,0.01
8364,8,1849,5175,3.63,316.0,0.01
8365,8,1850,5085,4.83,316.5,0.01
8366,7,1398,4995,2.83,315.0,0.01
8367,8,1851,5085,4.83,317.25,0.01
8368,8,1852,5175,3.63,317.0,0.01
8369,2,342,6174,99.92,315.0,0.01
8370,3,475,8352,34.89,279.375,0.01
8371,4,1980,7353,2.19,301.6666666666667,0.01
8372,5,1045,6354,19.95,307.5,0.01
8373,6,1273,5355,11.790000000000001,303.0,0.01
8374,6,1274,5265,5.91,312.0,0.01
8375,8,1853,5175,3.63,318.0,0.01
8376,8,1854,5085,4.83,318.0,0.01
8377,7,1399,4995,2.83,316.2857142857143,0.01
8378,8,1855,5085,4.83,318.75,0.01
8379,8,1856,6084,4.83,315.0,0.01
8380,8,1857,8442,1.47,280.0,0.01
8381,6,1275,7443,15.99,300.0,0.01
8382,6,1276,6444,0.99,303.75,0.01
8383,6,1277,5445,0.33,300.0,0.01
8384,6,1278,5355,11.790000000000001,306.0,0.01
8385,6,1279,5265,5.91,313.5,0.01
8386,8,1858,5175,3.63,319.0,0.01
8387,8,1859,5085,4.83,319.5,0.01
8388,7,1400,4995,2.83,317.57142857142856,0.01
8389,7,1401,5994,7.79,313.6764705882353,0.01
8390,8,1860,9441,0.99,247.5,0.01
8391,8,1861,8442,1.47,282.5,0.01
8392,6,1280,7443,15.99,302.5,0.01
8393,6,1281,6444,0.99,307.5,0.01
8394,5,1046,6354,19.95,309.375,0.01
8395,4,1981,6264,29.79,313.75,0.01
8396,2,343,6174,99.92,315.9375,0.01
8397,8,1862,6084,4.83,315.75,0.01
8398,7,1402,5994,7.79,315.0,0.01
8399,8,1863,6084,4.83,316.5,0.01
8400,3,476,8352,34.89,281.25,0.01
8401,6,1282,8262,2.43,283.5,0.01
8402,7,1403,8172,13.950000000000001,286.25,0.01
8403,4,1982,8082,19.47,286.07142857142856,0.01
8404,7,1404,7992,7.63,283.69565217391306,0.01
8405,4,1983,8082,19.47,287.14285714285717,0.01
8406,7,1405,8172,13.950000000000001,287.5,0.01
8407,6,1283,8262,2.43,285.0,0.01
8408,3,477,8352,34.89,283.125,0.01
8409,8,1864,9351,1.23,249.0,0.01
8410,6,1284,8262,2.43,286.5,0.01
8411,7,1406,7263,2.91,305.0,0.01
8412,6,1285,7173,13.47,307.0,0.01
8413,4,1984,7083,4.3500000000000005,307.5,0.01
8414,5,1047,6993,2.43,306.0,0.01
8415,4,1985,7083,4.3500000000000005,308.3333333333333,0.01
8416,6,1286,7173,13.47,308.0,0.01
8417,7,1407,7263,2.91,306.25,0.01
8418,4,1986,7353,2.19,303.3333333333333,0.01
8419,3,478,8352,34.89,285.0,0.01
8420,7,1408,8172,13.950000000000001,288.75,0.01
8421,6,1287,7173,13.47,309.0,0.01
8422,2,344,6174,99.92,316.875,0.01
8423,8,1865,6084,4.83,317.25,0.01
8424,7,1409,5994,7.79,316.3235294117647,0.01
8425,8,1866,6084,4.83,318.0,0.01
8426,2,345,6174,99.92,317.8125,0.01
8427,4,1987,6264,29.79,315.0,0.01
8428,5,1048,6354,19.95,311.25,0.01
8429,4,1988,7353,2.19,305.0,0.01
8430,4,1989,8082,19.47,288.2142857142857,0.01
8431,4,1990,7083,4.3500000000000005,309.1666666666667,0.01
8432,8,1867,6084,4.83,318.75,0.01
8433,8,1868,5085,4.83,320.25,0.01
8434,7,1410,4995,2.83,318.85714285714283,0.01
8435,8,1869,5085,4.83,321.0,0.01
8436,8,1870,5175,3.63,320.0,0.01
8437,6,1288,5265,5.91,315.0,0.01
8438,6,1289,5355,11.790000000000001,309.0,0.01
8439,5,1049,6354,19.95,313.125,0.01
8440,7,1411,7992,7.63,285.6521739130435,0.01
8441,5,1050,6993,2.43,307.5,0.01
8443,7,1413,4995,2.83,320.14285714285717,0.01
8444,5,1051,3996,24.51,316.3636363636364,0.01
8445,8,1871,4086,4.3500000000000005,317.5,0.01
8446,3,479,4176,36.99,315.0,0.01
8447,4,1991,4266,1.47,307.5,0.01
8448,5,1052,4356,0.39,300.0,0.01
8449,6,1290,5355,11.790000000000001,312.0,0.01
8450,4,1992,8082,19.47,289.2857142857143,0.01
8451,4,1993,7083,4.3500000000000005,310.0,0.01
8452,8,1872,6084,4.83,319.5,0.01
8453,8,1873,5085,4.83,321.75,0.01
8454,8,1874,4086,4.3500000000000005,318.3333333333333,0.01
8455,5,1053,3996,24.51,317.72727272727275,0.01
8456,8,1875,4086,4.3500000000000005,319.1666666666667,0.01
8457,3,480,4176,36.99,316.25,0.01
8458,4,1994,4266,1.47,310.0,0.01
8459,6,1291,5265,5.91,316.5,0.01
8460,7,1414,8172,13.950000000000001,290.0,0.01
8461,6,1292,7173,13.47,310.0,0.01
8462,2,346,6174,99.92,318.75,0.01
8463,8,1876,5175,3.63,321.0,0.01
8464,3,481,4176,36.99,317.5,0.01
8465,8,1877,4086,4.3500000000000005,320.0,0.01
8466,5,1054,3996,24.51,319.09090909090907,0.01
8467,8,1878,4086,4.3500000000000005,320.8333333333333,0.01
8468,3,482,4176,36.99,318.75,0.01
8469,8,1879,5175,3.63,322.0,0.01
8470,6,1293,8262,2.43,288.0,0.01
8471,7,1415,7263,2.91,307.5,0.01
8472,4,1995,6264,29.79,316.25,0.01
8473,6,1294,5265,5.91,318.0,0.01
8474,4,1996,4266,1.47,312.5,0.01
8475,3,483,4176,36.99,320.0,0.01
8476,8,1880,4086,4.3500000000000005,321.6666666666667,0.01
8477,5,1055,3996,24.51,320.45454545454544,0.01
8478,8,1881,4086,4.3500000000000005,322.5,0.01
8479,8,1882,5085,4.83,322.5,0.01
8480,3,484,8352,34.89,286.875,0.01
8481,4,1997,7353,2.19,306.6666666666667,0.01
8482,5,1056,6354,19.95,315.0,0.01
8483,6,1295,5355,11.790000000000001,315.0,0.01
8484,5,1057,4356,0.39,310.0,0.01
8485,4,1998,4266,1.47,315.0,0.01
8486,3,485,4176,36.99,321.25,0.01
8487,8,1883,4086,4.3500000000000005,323.3333333333333,0.01
8488,5,1058,3996,24.51,321.8181818181818,0.01
8489,7,1416,4995,2.83,321.42857142857144,0.01
8490,8,1884,9351,1.23,252.0,0.01
8491,3,486,8352,34.89,288.75,0.01
8492,4,1999,7353,2.19,308.3333333333333,0.01
8493,5,1059,6354,19.95,316.875,0.01
8494,6,1296,5355,11.790000000000001,318.0,0.01
8495,6,1297,5265,5.91,319.5,0.01
8496,8,1885,5175,3.63,323.0,0.01
8497,8,1886,5085,4.83,323.25,0.01
8498,7,1417,4995,2.83,322.7142857142857,0.01
8499,8,1887,5085,4.83,324.0,0.01
8500,8,1888,8442,1.47,285.0,0.01
8501,3,487,8352,34.89,290.625,0.01
8502,6,1298,8262,2.43,289.5,0.01
8503,7,1418,8172,13.950000000000001,291.25,0.01
8504,4,2000,8082,19.47,290.35714285714283,0.01
8505,7,1419,7992,7.63,287.60869565217394,0.01
8506,4,2001,8082,19.47,291.42857142857144,0.01
8507,7,1420,8172,13.950000000000001,292.5,0.01
8508,6,1299,8262,2.43,291.0,0.01
8509,4,2002,9261,1.47,252.5,0.01
8510,3,488,8352,34.89,292.5,0.01
8511,4,2003,7353,2.19,310.0,0.01
8512,7,1421,7263,2.91,308.75,0.01
8513,6,1300,7173,13.47,311.0,0.01
8514,4,2004,7083,4.3500000000000005,310.8333333333333,0.01
8515,5,1060,6993,2.43,309.0,0.01
8516,4,2005,7083,4.3500000000000005,311.6666666666667,0.01
8517,6,1301,7173,13.47,312.0,0.01
8518,7,1422,7263,2.91,310.0,0.01
8519,6,1302,8262,2.43,292.5,0.01
8520,6,1303,8262,2.43,294.0,0.01
8521,7,1423,7263,2.91,311.25,0.01
8522,4,2006,6264,29.79,317.5,0.01
8523,2,347,6174,99.92,319.6875,0.01
8524,8,1889,6084,4.83,320.25,0.01
8525,7,1424,5994,7.79,318.97058823529414,0.01
8526,8,1890,6084,4.83,321.0,0.01
8527,2,348,6174,99.92,320.625,0.01
8528,4,2007,6264,29.79,318.75,0.01
8529,7,1425,7263,2.91,312.5,0.01
8530,7,1426,8172,13.950000000000001,293.75,0.01
8531,6,1304,7173,13.47,313.0,0.01
8533,8,1891,5175,3.63,324.0,0.01
8534,8,1892,5085,4.83,324.75,0.01
8535,7,1427,4995,2.83,324.0,0.01
8536,8,1893,5085,4.83,325.5,0.01
8537,8,1894,5175,3.63,325.0,0.01
8538,6,1305,5265,5.91,321.0,0.01
8539,4,2008,6264,29.79,320.0,0.01
8540,4,2009,8082,19.47,292.5,0.01
8541,4,2010,7083,4.3500000000000005,312.5,0.01
8542,8,1895,6084,4.83,321.75,0.01
8543,8,1896,5085,4.83,326.25,0.01
8544,8,1897,4086,4.3500000000000005,324.1666666666667,0.01
8545,5,1061,3996,24.51,323.1818181818182,0.01
8546,8,1898,4086,4.3500000000000005,325.0,0.01
8547,3,489,4176,36.99,322.5,0.01
8548,4,2011,4266,1.47,317.5,0.01
8549,6,1306,5265,5.91,322.5,0.01
8550,7,1428,7992,7.63,289.5652173913044,0.01
8551,5,1062,6993,2.43,310.5,0.01
8552,7,1429,5994,7.79,320.29411764705884,0.01
8553,7,1430,4995,2.83,325.2857142857143,0.01
8554,5,1063,3996,24.51,324.54545454545456,0.01
8555,7,1431,2997,2.27,318.2142857142857,0.01
8556,4,2012,3087,23.91,318.2142857142857,0.01
8557,6,1307,3177,1.71,315.0,0.01
8558,7,1432,3267,0.45,308.57142857142856,0.01
8559,4,2013,4266,1.47,320.0,0.01
8560,4,2014,8082,19.47,293.57142857142856,0.01
8561,4,2015,7083,4.3500000000000005,313.3333333333333,0.01
8562,8,1899,6084,4.83,322.5,0.01
8563,8,1900,5085,4.83,327.0,0.01
8564,8,1901,4086,4.3500000000000005,325.8333333333333,0.01
8565,4,2016,3087,23.91,319.2857142857143,0.01
8566,7,1433,2997,2.27,319.82142857142856,0.01
8567,4,2017,3087,23.91,320.35714285714283,0.01
8568,6,1308,3177,1.71,317.14285714285717,0.01
8569,3,490,4176,36.99,323.75,0.01
8570,7,1434,8172,13.950000000000001,295.0,0.01
8571,6,1309,7173,13.47,314.0,0.01
8572,2,350,6174,99.92,322.5,0.01
8573,8,1902,5175,3.63,326.0,0.01
8574,3,491,4176,36.99,325.0,0.01
8575,6,1310,3177,1.71,319.2857142857143,0.01
8576,4,2018,3087,23.91,321.42857142857144,0.01
8577,7,1435,2997,2.27,321.42857142857144,0.01
8578,4,2019,3087,23.91,322.5,0.01
8579,8,1903,4086,4.3500000000000005,326.6666666666667,0.01
8580,6,1311,8262,2.43,295.5,0.01
8581,7,1436,7263,2.91,313.75,0.01
8582,4,2020,6264,29.79,321.25,0.01
8583,6,1312,5265,5.91,324.0,0.01
8584,4,2021,4266,1.47,322.5,0.01
8585,7,1437,3267,0.45,317.14285714285717,0.01
8586,6,1313,3177,1.71,321.42857142857144,0.01
8587,4,2022,3087,23.91,323.57142857142856,0.01
8588,7,1438,2997,2.27,323.0357142857143,0.01
8589,5,1064,3996,24.51,325.90909090909093,0.01
8590,4,2023,9261,1.47,255.0,0.01
8591,6,1314,8262,2.43,297.0,0.01
8592,7,1439,7263,2.91,315.0,0.01
8593,4,2024,6264,29.79,322.5,0.01
8594,6,1315,5265,5.91,325.5,0.01
8595,4,2025,4266,1.47,325.0,0.01
8596,3,492,4176,36.99,326.25,0.01
8597,8,1904,4086,4.3500000000000005,327.5,0.01
8598,5,1065,3996,24.51,327.27272727272725,0.01
8599,8,1905,4086,4.3500000000000005,328.3333333333333,0.01
8600,3,493,8532,24.27,277.5,0.01
8601,8,1906,8442,1.47,287.5,0.01
8602,3,494,8352,34.89,294.375,0.01
8603,6,1316,8262,2.43,298.5,0.01
8604,7,1440,8172,13.950000000000001,296.25,0.01
8605,4,2026,8082,19.47,294.64285714285717,0.01
8606,7,1441,7992,7.63,291.5217391304348,0.01
8607,4,2027,8082,19.47,295.7142857142857,0.01
8608,7,1442,8172,13.950000000000001,297.5,0.01
8609,4,2028,9171,1.71,255.0,0.01
8610,8,1907,8442,1.47,290.0,0.01
8611,6,1317,7443,15.99,305.0,0.01
8612,4,2029,7353,2.19,311.6666666666667,0.01
8613,7,1443,7263,2.91,316.25,0.01
8614,6,1318,7173,13.47,315.0,0.01
8615,4,2030,7083,4.3500000000000005,314.1666666666667,0.01
8616,5,1066,6993,2.43,312.0,0.01
8617,4,2031,7083,4.3500000000000005,315.0,0.01
8618,6,1319,7173,13.47,316.0,0.01
8619,7,1444,8172,13.950000000000001,298.75,0.01
8620,3,495,8352,34.89,296.25,0.01
8621,4,2032,7353,2.19,313.3333333333333,0.01
8623,4,2033,6264,29.79,323.75,0.01
8624,2,351,6174,99.92,323.4375,0.01
8625,8,1908,6084,4.83,323.25,0.01
8626,7,1445,5994,7.79,321.61764705882354,0.01
8627,8,1909,6084,4.83,324.0,0.01
8628,2,352,6174,99.92,324.375,0.01
8629,6,1320,7173,13.47,317.0,0.01
8630,6,1321,8262,2.43,300.0,0.01
8631,7,1446,7263,2.91,317.5,0.01
8632,4,2034,6264,29.79,325.0,0.01
8633,6,1322,5265,5.91,327.0,0.01
8634,8,1910,5175,3.63,327.0,0.01
8635,8,1911,5085,4.83,327.75,0.01
8636,7,1447,4995,2.83,326.57142857142856,0.01
8637,8,1912,5085,4.83,328.5,0.01
8638,8,1913,5175,3.63,328.0,0.01
8639,2,353,6174,99.92,325.3125,0.01
8640,7,1448,8172,13.950000000000001,300.0,0.01
8641,6,1323,7173,13.47,318.0,0.01
8642,2,354,6174,99.92,326.25,0.01
8643,8,1914,5175,3.63,329.0,0.01
8644,3,496,4176,36.99,327.5,0.01
8645,8,1915,4086,4.3500000000000005,329.1666666666667,0.01
8646,5,1068,3996,24.51,328.6363636363636,0.01
8647,8,1916,4086,4.3500000000000005,330.0,0.01
8648,3,497,4176,36.99,328.75,0.01
8649,8,1917,5175,3.63,330.0,0.01
8650,4,2035,8082,19.47,296.7857142857143,0.01
8651,4,2036,7083,4.3500000000000005,315.8333333333333,0.01
8652,8,1918,6084,4.83,324.75,0.01
8653,8,1919,5085,4.83,329.25,0.01
8654,8,1920,4086,4.3500000000000005,330.8333333333333,0.01
8655,4,2037,3087,23.91,324.64285714285717,0.01
8656,7,1449,2997,2.27,324.64285714285717,0.01
8657,4,2038,3087,23.91,325.7142857142857,0.01
8658,6,1324,3177,1.71,323.57142857142856,0.01
8659,3,498,4176,36.99,330.0,0.01
8660,7,1450,7992,7.63,293.4782608695652,0.01
8661,5,1069,6993,2.43,313.5,0.01
8662,7,1451,5994,7.79,322.94117647058823,0.01
8663,7,1452,4995,2.83,327.85714285714283,0.01
8664,5,1070,3996,24.51,330.0,0.01
8665,7,1453,2997,2.27,326.25,0.01
8666,5,1071,1998,14.35,315.0,0.01
8667,4,2039,2088,1.95,315.0,0.01
8668,7,1454,2178,0.51,315.0,0.01
8669,6,1325,3177,1.71,325.7142857142857,0.01
8670,4,2040,8082,19.47,297.85714285714283,0.01
8671,4,2041,7083,4.3500000000000005,316.6666666666667,0.01
8672,8,1921,6084,4.83,325.5,0.01
8673,8,1922,5085,4.83,330.0,0.01
8674,8,1923,4086,4.3500000000000005,331.6666666666667,0.01
8675,4,2042,3087,23.91,326.7857142857143,0.01
8676,4,2043,2088,1.95,316.875,0.01
8677,5,1072,1998,14.35,317.25,0.01
8678,4,2044,2088,1.95,318.75,0.01
8679,4,2045,3087,23.91,327.85714285714283,0.01
8680,7,1455,8172,13.950000000000001,301.25,0.01
8681,6,1326,7173,13.47,319.0,0.01
8682,2,355,6174,99.92,327.1875,0.01
8683,8,1924,5175,3.63,331.0,0.01
8684,3,499,4176,36.99,331.25,0.01
8685,6,1327,3177,1.71,327.85714285714283,0.01
8686,7,1456,2178,0.51,322.5,0.01
8687,4,2046,2088,1.95,320.625,0.01
8688,5,1073,1998,14.35,319.5,0.01
8689,7,1457,2997,2.27,327.85714285714283,0.01
8690,4,2047,9171,1.71,257.14285714285717,0.01
8691,7,1458,8172,13.950000000000001,302.5,0.01
8692,6,1328,7173,13.47,320.0,0.01
8693,2,356,6174,99.92,328.125,0.01
8694,8,1925,5175,3.63,332.0,0.01
8695,3,500,4176,36.99,332.5,0.01
8696,6,1329,3177,1.71,330.0,0.01
8697,4,2048,3087,23.91,328.92857142857144,0.01
8698,7,1459,2997,2.27,329.4642857142857,0.01
8699,4,2049,3087,23.91,330.0,0.01
8700,6,1330,8622,0.51,262.5,0.01
8701,3,501,8532,24.27,281.25,0.01
8702,8,1926,8442,1.47,292.5,0.01
8703,3,502,8352,34.89,298.125,0.01
8704,6,1331,8262,2.43,301.5,0.01
8705,7,1460,8172,13.950000000000001,303.75,0.01
8706,4,2050,8082,19.47,298.92857142857144,0.01
8707,7,1461,7992,7.63,295.4347826086956,0.01
8708,4,2051,8082,19.47,300.0,0.01
8709,5,1074,9081,1.95,253.125,0.01
8710,3,503,8532,24.27,285.0,0.01
8711,4,2052,7533,0.75,295.0,0.01
8713,4,2053,7353,2.19,315.0,0.01
8714,7,1462,7263,2.91,318.75,0.01
8715,6,1333,7173,13.47,321.0,0.01
8716,4,2054,7083,4.3500000000000005,317.5,0.01
8717,5,1075,6993,2.43,315.0,0.01
8718,4,2055,7083,4.3500000000000005,318.3333333333333,0.01
8719,4,2056,8082,19.47,301.07142857142856,0.01
8720,8,1927,8442,1.47,295.0,0.01
8721,6,1334,7443,15.99,310.0,0.01
8722,6,1335,6444,0.99,311.25,0.01
8723,5,1076,6354,19.95,320.625,0.01
8724,4,2057,6264,29.79,326.25,0.01
8725,2,357,6174,99.92,329.0625,0.01
8726,8,1928,6084,4.83,326.25,0.01
8727,7,1463,5994,7.79,324.2647058823529,0.01
8728,8,1929,6084,4.83,327.0,0.01
8729,4,2058,7083,4.3500000000000005,319.1666666666667,0.01
8730,3,504,8352,34.89,300.0,0.01
8731,4,2059,7353,2.19,316.6666666666667,0.01
8732,5,1077,6354,19.95,322.5,0.01
8733,6,1336,5355,11.790000000000001,321.0,0.01
8734,6,1337,5265,5.91,328.5,0.01
8735,8,1930,5175,3.63,333.0,0.01
8736,8,1931,5085,4.83,330.75,0.01
8737,7,1464,4995,2.83,329.14285714285717,0.01
8738,8,1932,5085,4.83,331.5,0.01
8739,8,1933,6084,4.83,327.75,0.01
8740,6,1338,8262,2.43,303.0,0.01
8741,7,1465,7263,2.91,320.0,0.01
8742,4,2060,6264,29.79,327.5,0.01
8743,6,1339,5265,5.91,330.0,0.01
8744,4,2061,4266,1.47,327.5,0.01
8745,3,505,4176,36.99,333.75,0.01
8746,8,1934,4086,4.3500000000000005,332.5,0.01
8747,5,1078,3996,24.51,331.3636363636364,0.01
8748,8,1935,4086,4.3500000000000005,333.3333333333333,0.01
8749,8,1936,5085,4.83,332.25,0.01
8750,7,1466,8172,13.950000000000001,305.0,0.01
8751,6,1340,7173,13.47,322.0,0.01
8752,2,358,6174,99.92,330.0,0.01
8753,8,1937,5175,3.63,334.0,0.01
8754,3,506,4176,36.99,335.0,0.01
8755,6,1341,3177,1.71,332.14285714285717,0.01
8756,4,2062,3087,23.91,331.07142857142856,0.01
8757,7,1467,2997,2.27,331.07142857142856,0.01
8758,4,2063,3087,23.91,332.14285714285717,0.01
8759,8,1938,4086,4.3500000000000005,334.1666666666667,0.01
8760,4,2064,8082,19.47,302.14285714285717,0.01
8761,4,2065,7083,4.3500000000000005,320.0,0.01
8762,8,1939,6084,4.83,328.5,0.01
8763,8,1940,5085,4.83,333.0,0.01
8764,8,1941,4086,4.3500000000000005,335.0,0.01
8765,4,2066,3087,23.91,333.2142857142857,0.01
8766,4,2067,2088,1.95,322.5,0.01
8767,5,1079,1998,14.35,321.75,0.01
8768,4,2068,2088,1.95,324.375,0.01
8769,4,2069,3087,23.91,334.2857142857143,0.01
8770,7,1468,7992,7.63,297.39130434782606,0.01
8771,5,1080,6993,2.43,316.5,0.01
8772,7,1469,5994,7.79,325.5882352941176,0.01
8773,7,1470,4995,2.83,330.42857142857144,0.01
8774,5,1081,3996,24.51,332.72727272727275,0.01
8775,7,1471,2997,2.27,332.67857142857144,0.01
8776,5,1082,1998,14.35,324.0,0.01
8777,6,1342,999,0.75,300.0,0.01
8778,5,1083,1089,0.87,300.0,0.01
8779,4,2070,2088,1.95,326.25,0.01
8780,4,2071,8082,19.47,303.2142857142857,0.01
8781,4,2072,7083,4.3500000000000005,320.8333333333333,0.01
8782,8,1942,6084,4.83,329.25,0.01
8783,8,1943,5085,4.83,333.75,0.01
8784,8,1944,4086,4.3500000000000005,335.8333333333333,0.01
8785,4,2073,3087,23.91,335.35714285714283,0.01
8786,4,2074,2088,1.95,328.125,0.01
8787,5,1084,1089,0.87,306.6666666666667,0.01
8788,6,1343,999,0.75,305.0,0.01
8789,5,1085,1998,14.35,326.25,0.01
8790,5,1086,9081,1.95,255.0,0.01
8791,4,2075,8082,19.47,304.2857142857143,0.01
8792,4,2076,7083,4.3500000000000005,321.6666666666667,0.01
8793,8,1945,6084,4.83,330.0,0.01
8794,8,1946,5085,4.83,334.5,0.01
8795,8,1947,4086,4.3500000000000005,336.6666666666667,0.01
